1.8331,2.1857,2.0021,1.9414,2.2755,2.0065,1.8914,1.9622,2.1819,1.9491,2.0075,2.0026,2.1242,2.3717,2.0103,2.3767,1.9336,1.7143,1.7268,2.0289,1.8103,1.5746,1.8114,1.9002,1.8059,1.7687,2.2235,2.1041,1.8545,1.5669,2.0421,2.2882,2.0567,2.0989,1.7145,1.7285,1.8867,1.9643,2.0903,2.1515
2.5676,2.0177,2.3908,2.268,2.0717,2.3271,1.9472,2.0453,2.4188,1.8239,2.361,1.9998,2.2415,2.2026,1.5716,1.9935,1.9714,1.7076,1.9503,1.7655,2.2212,1.7882,2.0534,1.9565,1.7787,1.6021,1.5844,1.725,1.7068,2.2484,1.835,1.6869,1.301,2.1923,1.5366,1.6048,1.6869,1.7521,1.8183,1.822
2.6546,2.1898,2.3283,2.1878,2.0216,2.2853,1.8974,1.9479,2.4297,1.8691,2.3674,2.1301,2.3153,2.2849,1.6737,2.1593,1.9293,1.6355,2.0092,1.7363,2.142,1.7488,1.9482,2.2433,1.6848,1.6553,1.5432,1.7894,1.7779,2.2416,1.9327,1.8286,1.7368,2.215,1.6901,1.6725,1.6707,1.954,1.9855,1.8673
1.5888,1.8614,2.0743,2.0546,2.0987,2.2264,2.2346,2.1275,2.1724,1.8022,2.033,2.0523,1.9235,1.6821,1.9927,2.1864,1.9039,1.301,1.9002,1.7558,1.843,1.5297,1.8114,1.3076,1.8922,1.6535,1.8114,1.7189,2.1269,1.9263,1.487,1.8012,1.7567,1.8516,1.5081,1.7089,2.1097,1.5614,1.3602,1.412
1.301,1.3944,2.1606,2.2504,1.301,2.3511,2.4453,2.1656,2.2881,2.1835,2.1725,1.9946,2.1783,2.1905,1.8963,1.9944,2.2701,1.301,2.3057,1.5508,1.9946,1.8092,1.7828,1.6626,2.1486,1.7186,1.7678,1.4547,2.1474,1.9102,1.5695,2.0312,2.0139,2.1676,1.5867,1.806,1.4879,1.301,1.4774,1.301
1.301,1.5444,1.301,1.6357,1.3054,1.8236,1.301,1.5412,1.5257,1.5395,1.6722,1.527,1.4434,1.301,1.4924,1.301,1.4469,1.301,1.5114,1.4115,2.3222,1.301,1.609,1.301,1.9191,1.301,1.4724,1.3453,1.301,1.301,1.301,1.301,1.301,1.9076,1.301,1.301,1.301,1.301,1.301,1.7464
1.941,1.3247,1.8831,1.8966,1.4559,1.7023,1.6935,1.8901,1.8487,2.2117,2.2563,1.9356,1.8273,1.7465,1.6003,1.843,2.1749,1.4814,1.6495,1.301,1.5293,1.301,1.3212,1.3748,1.7676,1.695,1.6569,1.6801,1.7447,1.804,1.5171,1.301,1.673,1.3643,1.8152,1.6588,1.5453,1.3117,1.4091,1.6618
2.2251,2.1717,2.55,2.2,1.8768,2.6137,2.8259,2.6581,2.5087,2.2848,2.601,2.0746,2.2293,2.399,2.3006,1.8075,2.2925,1.6444,2.6896,1.8348,2.0311,1.301,1.9136,1.3834,2.4822,2.4228,2.5936,1.9024,2.4285,2.106,1.501,1.7973,1.9382,2.4965,1.301,1.7995,2.1091,2.1857,1.6519,2.1863
1.301,1.301,1.5273,1.8207,1.301,1.5527,1.5299,1.301,1.6308,1.301,1.6355,1.6908,1.301,1.6756,1.797,1.301,1.5247,1.301,1.4497,1.301,1.301,2.15,1.301,1.301,1.3527,1.3626,1.3584,1.4942,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.3611,1.301,1.301,1.301,1.301
1.301,2.3043,1.4803,1.9964,2.2493,1.7207,2.4666,1.301,1.7565,1.6163,2.2471,2.0273,2.2107,2.096,1.6756,2.2519,2.0827,1.9395,1.301,2.2747,1.6907,1.301,2.0825,1.3698,1.5708,1.6221,1.8175,1.4717,1.783,1.694,2.031,1.9341,1.7766,1.5113,1.9751,1.6422,1.8785,2.3845,1.6998,1.4521
1.8407,2.5842,1.8178,1.5173,2.4102,1.301,2.1772,1.426,1.4304,2.2996,2.1812,2.0029,2.1766,2.0268,2.1204,2.2821,2.1191,1.7267,1.301,2.1097,1.76,1.6861,1.301,1.5708,1.4656,1.6922,1.898,1.8331,1.6805,1.5884,1.8356,1.3186,1.8057,1.301,2.0756,1.301,1.8171,1.537,1.5682,1.301
1.8561,2.1024,1.3487,1.3087,2.0872,1.301,1.3462,1.301,1.301,1.9239,1.301,2.0558,1.8114,2.1458,1.301,1.8549,1.6039,1.6875,1.301,1.5992,1.301,1.7026,1.3212,1.9728,1.301,1.365,1.343,1.5638,1.3961,1.5891,1.6514,1.7287,1.4605,1.3457,1.6396,1.804,1.5388,1.7332,1.8269,1.4841
2.1235,2.1248,2.3511,2.3352,2.0994,2.2708,2.4955,2.2841,2.3963,2.4108,2.3717,2.478,2.381,2.2782,2.4609,2.4739,2.6564,1.8169,2.3081,1.9263,2.0472,2.3469,2.1376,1.8245,2.1007,1.996,2.1544,2.1948,2.2469,2.3497,2.1208,2.1169,2.2294,2.1943,2.2644,2.112,1.9186,2.0425,2.0212,1.8914
2.4722,2.1721,2.8062,2.9788,2.3158,2.5978,2.5983,2.4339,2.8119,3.1729,2.6501,2.652,2.5936,2.7271,2.7438,2.3739,2.7173,2.2723,2.3417,1.9533,2.4463,2.8839,2.1691,2.0637,2.4597,2.537,2.2843,2.6136,2.4739,2.542,1.9467,2.2089,2.2924,2.1586,2.3134,2.4369,2.3011,1.9289,2.1546,1.9521
1.301,3.16,2.205,1.6205,2.9362,1.301,2.0073,1.301,2.2427,2.5429,1.301,2.3923,2.3493,2.4128,2.4288,2.2427,2.3817,1.8235,1.9339,2.6302,1.301,1.301,1.301,1.9852,1.779,1.9755,1.949,2.0627,1.8797,1.7656,2.2861,1.301,1.301,1.4974,1.7705,2.0155,2.3626,1.301,1.301,1.4684
1.8401,2.0653,1.8491,2.0338,1.9744,1.7425,2.0185,1.9349,2.0473,2.0309,2.0064,2.2481,2.0792,1.717,2.0959,1.8723,1.9945,1.5079,1.6505,1.5419,1.6359,1.7145,1.5133,1.7505,1.8963,1.8074,1.7601,1.8802,1.8792,1.8226,1.8092,1.4145,1.7379,1.7796,1.8257,1.8114,1.82,1.7272,1.7885,1.6095
1.6304,1.5329,1.8956,2.1002,1.3817,1.8063,1.934,1.9211,1.8965,1.7134,1.8318,1.6546,1.301,1.7315,1.9396,1.6031,1.7111,1.3838,1.7891,1.5358,1.6088,1.8938,1.5763,1.301,1.4635,1.4443,1.6499,1.6797,1.6358,1.7239,1.5668,1.3303,1.584,1.301,1.5472,1.386,1.5575,1.301,1.301,1.6327
1.301,2.0648,1.3532,1.301,2.2528,1.4858,1.301,1.301,1.5045,1.301,1.301,1.9495,1.4038,1.681,1.301,1.8103,2.0763,1.301,1.301,1.9622,1.594,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.3808,1.3303,1.301,1.4423,1.301,1.301,1.6713,1.6491,1.3068,1.301,1.301,1.301
1.3284,2.6911,2.7031,2.3123,2.0657,2.7416,2.6627,2.51,2.1878,1.301,2.2793,2.183,2.4745,1.301,2.2329,1.8379,2.3374,1.4914,2.3263,2.2898,2.009,2.7508,1.6199,1.301,1.9038,2.4515,2.1503,2.1869,1.8635,2.0507,2.0199,1.5371,1.8048,1.741,1.7189,1.301,2.3401,1.8354,2.0203,1.6713
1.5132,2.076,1.301,1.5221,1.5057,1.5102,1.5708,1.8527,1.7802,1.4124,1.5607,1.4489,1.6391,2.2725,1.72,1.7322,1.3339,1.301,1.301,1.5813,1.5307,1.8447,1.301,1.8196,1.301,1.301,1.307,1.301,1.5961,1.6516,1.301,1.5312,1.301,1.669,1.5215,1.4829,1.5361,1.7628,1.7174,1.5789
1.433,2.4152,1.8607,2.1759,1.9532,2.1688,1.9288,2.249,2.3046,2.4407,2.9537,1.8043,2.074,1.7978,2.283,1.848,1.8532,1.5145,2.4865,1.4873,1.6024,1.8602,1.7917,1.3465,2.1304,1.804,1.6489,1.7679,1.8736,2.3276,1.6654,1.7609,1.7338,1.7812,1.5997,1.6683,2.372,1.7079,1.8339,3.3874
1.301,2.2234,2.5214,2.3446,2.1872,1.8229,1.4735,1.7023,1.6046,2.5617,2.1599,2.0606,2.0735,2.2836,2.2235,2.2626,2.2705,1.9274,1.8572,1.7849,2.0453,1.9395,2.0676,1.9402,1.9112,1.8545,2.0421,2.1075,1.8205,2.0105,2.004,1.301,1.8446,1.3981,1.8544,1.8822,1.7487,1.8689,1.711,1.5796
1.4942,1.6557,1.46,1.6468,1.5377,1.6519,1.4404,1.5957,1.511,1.6937,1.5916,1.6188,1.6572,2.02,1.301,1.6348,1.4947,1.301,1.6812,1.4529,1.301,2.1877,1.4942,1.6758,1.6087,1.301,1.6959,1.301,1.4221,1.3593,1.304,1.3807,1.301,1.301,1.3196,1.3639,1.301,1.3814,1.4742,1.3639
1.9069,1.774,1.8254,2.0065,2.1695,2.0751,1.9625,1.795,1.9986,2.0262,1.7382,1.7975,2.0393,1.929,1.708,1.737,2.4956,1.8698,1.5238,2.1234,1.8345,1.4969,1.3166,1.9737,1.6715,1.301,1.607,1.7074,1.3389,1.6603,1.6438,1.5087,1.5051,1.4536,1.3475,1.4287,1.5517,1.9254,1.9273,1.7749
1.301,1.301,1.301,1.3931,1.301,1.3811,1.301,1.301,1.301,1.301,1.301,2.2395,2.057,1.716,1.301,2.1577,1.4803,1.4166,1.301,1.301,1.301,1.301,1.301,1.7557,1.301,1.301,1.301,1.301,2.0301,1.301,2.1737,1.301,1.3397,1.301,2.2266,2.2545,1.3989,1.301,1.301,1.301
1.8949,2.2172,1.9247,1.9113,1.7523,1.6802,2.0549,1.4591,1.7274,2.118,2.0826,2.0482,2.1037,2.4086,1.478,1.6479,1.9825,1.8825,1.4372,1.9644,1.8379,1.9958,1.7611,2.073,1.3915,1.3789,1.7891,1.8247,1.8314,1.4334,1.79,1.8967,1.4172,1.4001,1.301,1.3387,1.3133,2.0296,1.9334,2.2435
2.2066,2.2995,2.1908,2.2058,2.2036,2.2749,2.2862,2.1581,2.2987,2.2885,2.2426,2.2338,2.0688,2.3195,2.2966,2.2038,2.1662,1.8585,2.1121,1.8781,1.911,2.3427,1.8236,1.8866,2.0745,2.0322,1.8807,2.1629,1.9498,1.9694,1.8321,1.9387,1.867,1.7796,1.8257,2.0044,1.9181,1.9982,1.9351,2.0337
2.2188,2.2708,2.0269,2.0645,2.3504,1.9,2.1459,1.9068,2.1851,2.2187,2.1999,2.2442,2.1844,2.5296,2.04,2.3006,2.0317,1.9841,1.9554,1.9622,1.9687,2.0866,1.8148,2.2181,2.0732,1.9331,1.7933,1.9088,2.0617,1.8696,1.935,2.1768,2.003,1.9287,1.9326,1.9674,1.9871,2.1301,2.0367,2.1715
1.301,1.301,1.9582,1.4154,1.301,2.4112,2.0328,1.9118,1.7543,1.301,1.6802,1.301,1.4205,1.301,1.301,1.301,1.646,1.3324,1.859,1.301,1.5355,1.301,1.3851,1.301,1.737,1.301,1.3056,1.301,1.301,1.301,1.301,1.301,1.301,1.6637,1.301,1.301,1.301,1.4061,1.301,1.4142
2.1906,1.301,1.8939,1.7641,1.522,1.7912,1.779,2.007,1.9733,1.443,1.8394,1.6084,1.732,1.9926,1.9945,1.7778,1.3263,1.6117,1.5295,1.6207,1.5063,1.9897,1.5084,1.5446,1.4862,1.4273,1.301,1.473,1.5754,1.5144,1.4027,1.7098,1.5237,1.5602,1.301,1.5888,1.8714,1.7252,1.5137,1.826
1.7716,2.4956,1.9779,2.0323,2.4433,2.3187,2.024,1.8412,1.8828,2.0162,1.9586,2.0195,2.2125,2.0976,2.0227,2.1116,1.9912,1.5635,1.9904,2.0061,1.9052,1.6779,1.5897,1.4734,1.7184,1.681,1.8031,1.7268,1.7274,1.7483,1.7674,1.6681,1.7784,1.7787,1.5849,1.6481,1.9016,1.486,1.6015,1.5896
2.1,2.3116,2.3749,2.4916,2.1796,2.2948,2.243,2.4099,2.278,2.4895,2.2857,2.2758,2.2914,1.9143,2.3651,2.2502,2.2961,1.301,2.1222,1.9863,1.906,1.8956,1.879,1.6279,2.0358,1.986,2.1768,2.0963,2.016,2.2272,1.9336,1.6314,1.9163,2.1454,2.1062,2.1998,2.0865,1.301,1.5223,1.7583
1.9345,2.7207,2.3637,2.5751,2.7173,2.3079,2.4789,2.2293,2.6851,2.4564,2.3832,2.9585,2.8959,2.884,2.7336,2.9439,2.9332,2.5325,2.0229,2.5518,2.2152,2.1419,2.262,2.3198,2.3009,2.2212,2.0362,2.169,2.5308,2.2447,2.739,2.3702,2.3371,2.0915,2.9777,2.6676,2.2596,2.0438,2.5438,1.8868
2.2819,2.4485,2.2897,2.2443,2.4372,2.3958,2.2811,2.6349,2.0635,2.2677,2.0773,2.2908,2.159,2.0544,2.2459,2.0067,1.9438,1.6365,1.9081,2.1361,1.9941,2.6669,1.7838,1.3205,1.9639,2.035,1.8677,1.932,2.1276,1.9468,1.5073,1.6208,1.6375,1.9866,1.8052,2.1243,1.9327,1.301,1.7736,1.3471
1.301,2.0878,1.301,1.3765,1.6361,1.301,1.6593,1.301,1.4337,1.428,1.301,1.7648,1.876,1.6274,1.301,1.5305,1.7407,1.7364,1.301,1.485,1.301,1.301,1.301,1.5275,1.301,1.301,1.301,1.301,1.3586,1.301,1.301,1.3929,1.301,1.301,1.4905,1.301,1.301,1.4741,1.301,1.301
2.2408,2.5827,2.3915,2.5667,2.4827,2.3296,2.371,2.2058,2.4931,2.48,2.3536,2.5475,2.3539,2.5919,2.2887,2.5575,2.4788,1.8745,2.1565,2.2474,2.2349,2.2963,2.0109,2.145,2.2111,2.1285,2.1517,2.258,2.28,2.331,2.1226,1.941,2.3273,2.1545,2.0826,2.1389,2.2533,1.9003,2.0625,1.5742
2.0473,1.301,1.3305,1.4997,1.6065,1.301,1.301,1.301,1.5978,1.4895,1.5513,1.7237,1.301,1.301,1.9074,1.8919,1.301,1.7634,1.301,1.301,1.588,1.5276,1.301,1.6771,1.7683,1.301,1.301,1.301,1.6174,1.301,1.5048,1.9728,1.7003,1.301,1.6157,1.7051,1.597,1.301,1.301,1.317
1.7782,2.1362,1.8264,1.8757,2.1029,1.9112,1.9852,1.9118,1.9897,2.0743,1.9676,2.0576,2.0629,1.7994,1.8986,1.9474,1.9064,1.6212,1.8023,1.572,1.6276,1.9045,1.7167,1.7705,1.7767,1.7394,1.6483,1.8004,1.7936,1.7173,1.8241,1.7933,1.684,1.7151,1.5492,1.7977,1.6845,1.7553,1.8169,1.7956
2.1764,3.2681,2.6519,2.6571,3.1295,2.4785,2.311,2.4319,2.4542,2.6537,2.3869,2.672,2.572,2.5842,2.5206,2.5134,2.4312,2.0512,2.2714,2.8248,2.2814,2.6609,2.1741,2.0206,2.185,2.1574,2.1834,2.3261,2.3392,2.2793,2.2863,1.9802,1.952,2.3247,2.2071,2.3812,2.4858,2.0169,2.2687,2.1224
1.301,1.301,1.3502,1.301,1.301,2.1195,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301
2.0261,2.1295,1.9429,2.2264,2.0157,1.8994,2.302,1.8026,2.247,2.354,2.2961,2.3759,2.1343,2.2822,2.1477,2.2833,2.5635,1.5416,2.0891,1.5479,1.591,2.1171,1.8883,1.6087,1.8855,1.8966,2.1391,2.0531,2.1004,2.1056,2.055,1.8271,2.0462,1.9585,2.1764,2.2341,1.7202,1.301,1.5093,1.5341
2.9859,3.2904,3.0265,3.0237,3.1535,3.066,2.9715,2.8333,2.8698,2.9608,2.9139,3.1543,3.1123,3.1023,3.1021,3.0792,3.0642,2.4964,2.7363,2.8939,2.6716,2.8946,2.5373,2.5576,2.608,2.6497,2.7111,2.7292,2.8125,2.8679,2.8017,2.5225,2.5218,2.6899,2.9369,2.8574,2.6903,2.2847,2.5633,2.4149
2.3953,2.5737,2.578,2.5819,2.5407,2.5918,2.5836,2.5297,2.6577,2.8009,2.5927,2.6102,2.6686,2.572,2.7685,2.5588,2.5162,2.2507,2.291,2.2662,2.271,2.7473,2.2251,2.1038,2.3907,2.2949,2.2861,2.2968,2.4222,2.2868,2.2225,2.1575,2.288,2.2787,2.3086,2.457,2.2395,2.0007,2.2378,2.184
1.9294,1.9812,1.8909,1.9437,2.0901,1.6745,1.7583,1.9375,2.1219,2.2041,1.6634,2.1222,1.9729,2.2639,1.985,1.7843,1.8774,1.8142,1.7508,1.8312,1.8033,1.301,1.5363,1.566,1.8152,1.5097,1.6925,1.698,1.6282,1.722,1.7954,1.9382,1.5947,1.8775,1.7109,1.8685,1.8069,1.8083,1.9502,2.0842
1.6405,1.6778,1.5409,1.6933,1.7231,1.7014,1.7321,1.5957,1.7527,1.6097,1.5492,1.6776,1.7168,2.1041,1.392,1.6867,1.5988,1.5441,1.5495,1.6097,1.4067,1.5562,1.3072,1.7943,1.4756,1.3708,1.301,1.4083,1.5564,1.4298,1.3931,1.7127,1.4605,1.4757,1.4365,1.3436,1.4364,1.6854,1.6335,1.7846
2.7229,2.6005,2.7703,2.5856,2.5689,3.1561,3.0484,3.1539,2.7878,2.5905,2.7143,2.4474,2.8007,2.9781,3.1514,2.5829,2.5802,2.0903,2.8613,2.1995,2.4012,1.8901,2.3361,2.3171,2.545,2.4873,2.7088,2.4678,2.7111,2.4988,2.2136,2.2386,2.5898,2.7084,2.0987,2.4385,2.5938,2.5591,2.3834,2.6129
2.4234,2.7491,2.6819,2.5648,2.6279,2.6336,2.6915,2.4373,2.5302,2.7994,2.6725,2.6658,2.5601,2.7307,2.7039,2.5696,2.7093,2.1248,2.3887,2.4088,2.3879,2.4006,2.3958,2.1924,2.3238,2.2942,2.3887,2.3429,2.3815,2.4556,2.2869,2.1162,2.2328,2.2727,2.3996,2.3936,2.175,2.1028,2.0257,2.2342
2.7345,3.0365,2.8888,2.9173,2.9129,2.9607,2.8845,2.8235,2.7675,2.981,2.8393,2.9312,2.7887,3.0023,2.9591,2.7976,2.8708,2.4275,2.6905,2.6958,2.6396,2.6321,2.7004,2.4354,2.5236,2.6718,2.6855,2.6475,2.7099,2.6764,2.6195,2.4459,2.5559,2.7023,2.7143,2.626,2.4658,2.4642,2.3914,2.5123
1.8954,1.8791,1.8571,1.9798,1.8095,1.7771,2.2074,2.3522,2.1248,2.1011,2.2257,2.124,2.1397,1.6978,2.3141,1.9597,2.0773,1.4594,2.2596,1.4907,1.301,2.0533,1.301,1.301,2.0744,1.7962,1.8822,1.6907,1.9847,1.6167,1.6388,1.6184,1.5854,1.7142,1.7953,1.6924,1.8656,1.301,1.4547,2.0902
1.301,2.219,1.301,1.301,1.9707,1.301,1.3163,1.301,1.301,1.301,1.301,1.5242,1.6836,1.301,1.301,1.301,1.301,1.301,1.301,1.4615,1.301,1.7339,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301
1.9523,2.2328,2.2535,2.4031,1.9937,2.0213,2.1548,1.9442,2.2234,2.2343,2.2445,2.3158,2.1529,2.1106,2.3322,2.1559,2.3012,1.6684,2.0706,1.8905,1.8681,2.2552,1.6734,1.6989,1.8591,1.9152,1.9156,2.0188,2.0207,1.9867,1.8376,1.8067,1.9663,1.9601,1.9874,1.9555,1.9375,1.5484,1.6313,1.6805
1.5966,2.0083,1.5504,1.8164,1.5578,1.301,1.7302,1.5547,1.7336,1.8366,1.7235,1.8028,1.45,1.9136,2.1214,1.6858,1.6951,1.301,1.6187,1.4827,1.4048,1.8201,1.301,1.4744,1.512,1.3281,1.5606,1.5507,1.5874,1.4205,1.4051,1.301,1.3702,1.3567,1.5511,1.5944,1.4619,1.301,1.301,1.301
1.4456,1.5329,1.8765,2.0427,1.7585,1.301,2.251,1.301,2.0344,1.6097,1.7284,1.301,1.6052,2.033,1.301,1.7378,1.6577,1.301,1.301,1.301,1.301,1.3117,1.5064,1.3018,1.6037,1.5477,1.551,1.5127,1.4529,1.7276,1.6416,1.8286,1.6343,1.4386,1.301,1.301,1.4108,1.4401,1.8996,1.5607
2.7167,2.4079,2.8373,2.8607,2.2684,2.6535,2.7429,2.7684,2.6517,2.4433,2.7837,2.9166,2.7307,2.6298,2.7109,2.7287,2.9045,2.2405,2.6149,2.0851,2.4135,2.614,2.1767,1.9212,2.5768,2.4253,2.4686,2.0673,2.592,2.5918,2.3434,2.1108,2.4066,2.4102,2.4523,2.6614,2.4904,1.9627,2.2547,2.2769
1.7459,2.2781,1.7713,1.802,2.047,1.5961,1.6057,1.5557,1.8483,1.7957,1.3284,1.7946,1.6874,1.301,2.1333,1.5795,1.6819,1.301,1.3596,1.5663,1.3973,1.6517,1.301,1.301,1.6037,1.5064,1.4626,1.5881,1.3821,1.3517,1.428,1.301,1.301,1.301,1.444,1.5227,1.5024,1.3255,1.6189,1.3085
1.301,1.301,2.183,1.301,1.301,1.7602,1.6907,1.7152,1.979,1.5329,1.301,1.301,1.301,1.5854,1.9886,1.301,1.4171,1.301,1.4832,1.301,1.9989,1.301,1.301,1.301,1.6269,1.301,1.4194,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.3495,1.301,1.301,1.301,1.301
1.301,2.3597,1.4007,1.301,2.4565,1.4291,1.301,1.301,1.301,1.3757,1.301,1.6877,1.8085,1.4715,1.3092,1.6479,1.3244,1.301,1.301,2.1585,1.4405,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.301,1.4343,1.5796,1.301,1.301,1.301,1.301,1.3788,1.6153,1.301,1.301,1.301
2.3426,2.4271,2.1672,2.2594,2.5322,2.5009,2.3777,2.4311,2.3548,2.5475,2.2391,2.3995,2.3645,2.6755,2.1784,2.6295,2.3684,2.2613,2.1792,2.187,2.1723,2.2382,2.0763,2.3611,2.2203,2.1366,1.9464,2.1032,2.2209,2.077,2.1833,2.4204,2.1402,2.1931,2.1596,2.2161,2.1531,2.3677,2.2118,2.322
1.9859,2.1078,2.0365,2.0297,2.0422,1.914,1.9521,1.8173,1.9478,2.2257,1.8735,2.0721,1.8866,1.9667,1.9437,1.7836,1.9336,1.6454,1.5851,1.7595,1.7808,2.2403,1.4578,1.5802,1.6389,1.5959,1.9567,1.8839,1.667,1.8898,1.6296,1.3233,1.5447,1.7771,1.5764,1.8519,1.7315,1.4466,1.5695,1.4276
2.159,2.3612,2.2149,2.2488,2.2543,2.1944,2.2385,2.1694,2.1998,2.468,2.0337,2.3376,2.1928,2.1001,2.3438,2.0953,2.1392,1.7419,1.8526,2.0345,2.0092,2.5183,1.6067,1.7644,2.0006,1.8179,2.1704,2.094,2.0027,2.1311,1.9455,1.7165,1.7816,1.9687,1.781,2.1226,2.0248,1.624,1.8037,1.6508
2.8442,3.0427,2.8398,2.8167,3.1291,2.8435,2.7451,2.756,2.9292,2.9288,2.5874,2.8068,2.8227,2.8806,2.712,2.7476,2.7722,2.3688,2.4884,2.7198,2.6706,2.7978,2.3919,2.2822,2.5037,2.3354,2.4668,2.5014,2.5504,2.5006,2.4114,2.4141,2.3612,2.4565,2.356,2.5504,2.5776,2.3558,2.4358,2.5507
1.5729,1.3432,1.7858,1.301,1.3472,2.102,2.0534,1.9982,1.301,1.301,1.301,1.301,1.91,1.7664,2.1333,1.5771,1.301,1.301,1.6351,1.3263,1.301,1.301,1.301,1.301,1.9055,1.4453,1.301,1.301,1.4454,1.7206,1.301,1.301,2.5457,1.3567,1.301,1.301,1.3578,1.4295,1.301,1.4062
